latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation,,,,,,,,
13,77.600006,914,18000,Asia/Kolkata,IST,,,,,,,,
,,,,,,,,,,,,,
time,weathercode (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),apparent_temperature_mean (°C),precipitation_sum (mm),rain_sum (mm),precipitation_hours (h),windspeed_10m_max (km/h),windgusts_10m_max (km/h),winddirection_10m_dominant (°)
12-02-2020,2,28.7,16.9,22.4,18.3,29.8,23.4,0,0,0,16.3,35.6,104
13-02-2020,2,29.7,16.4,22.5,19.2,29.5,23.4,0,0,0,14.6,34.2,81
14-02-2020,0,29.6,15.2,22.9,18,31.7,24.3,0,0,0,11.4,21.6,62
15-02-2020,1,30.6,16,23.5,17.2,31.9,24,0,0,0,13.6,22.7,88
16-02-2020,1,30.7,16.7,23.1,15.8,30.4,22.2,0,0,0,14.1,28.8,91
17-02-2020,0,30,14.4,22,15.8,29.6,21.4,0,0,0,13,30.2,83
18-02-2020,1,29.8,14.6,22,15.6,29.4,22,0,0,0,14.8,34.9,94
19-02-2020,1,30,15.4,22.5,16.7,30.4,23,0,0,0,15.5,29.2,97
20-02-2020,0,30,14.4,22,16.7,29.6,22.1,0,0,0,15.4,31.3,98
21-02-2020,2,30.1,15.7,22.3,17.4,30.2,22.8,0,0,0,15.6,28.8,105
22-02-2020,3,29.9,16.7,22.6,18.1,31,23.8,0,0,0,15.7,29.5,97
23-02-2020,3,29.7,17.6,23,19.6,30.2,23.9,0,0,0,15.8,29.2,104
24-02-2020,3,30,17.9,23.3,20.2,30.3,24,0,0,0,15.1,29.2,113
25-02-2020,2,30.8,17.8,23.9,19.4,33,25.2,0,0,0,13.8,25.6,124
26-02-2020,2,30.3,18,24.2,20.2,31.5,25.8,0,0,0,13.8,30.2,108
27-02-2020,2,30.2,18.7,24.2,21.6,30.9,25.4,0,0,0,17.7,31.7,98
28-02-2020,3,29.8,17.9,23.6,20.6,30.7,24.9,0,0,0,18.2,36,105
29-02-2020,3,30.5,18.3,24,20.4,32,25.5,0,0,0,19.6,37.8,107
01-03-2020,2,30.4,18.4,23.9,21,32.4,25.7,0,0,0,18,37.1,111
02-03-2020,3,27.5,18.1,23.2,21,30.6,25.9,0,0,0,14.7,29.2,142
03-03-2020,2,29.7,19.1,24.6,21.6,34,27.2,0,0,0,8.4,23.8,157
04-03-2020,51,30.2,20.3,25,23.7,32.6,27.2,0.5,0.5,3,11,26.3,305
05-03-2020,51,29.5,20.2,24.6,23.6,32.7,27.3,0.2,0.2,2,13.3,27.7,169
06-03-2020,51,29.1,19.9,24.4,23.2,32.2,27.3,0.7,0.7,4,13.5,31.7,193
07-03-2020,51,29,20.7,24.3,24.6,32.7,27.8,0.8,0.8,5,11.5,31,164
08-03-2020,2,30,20.7,24.9,24.6,33.3,28.2,0,0,0,13.4,25.9,140
09-03-2020,51,30.4,19.8,24.8,23.4,33.2,27.9,0.1,0.1,1,12.2,25.2,139
10-03-2020,1,31.2,19.8,25.5,23.3,33.9,27.9,0,0,0,12.7,23.4,136
11-03-2020,1,32.5,19.5,25.8,23.1,34.2,27.2,0,0,0,12.8,27.7,158
12-03-2020,1,32.2,18.9,25.7,22,32.7,26.9,0,0,0,14.8,27.4,159
13-03-2020,1,32.4,18.9,25.5,21.3,32.5,26.5,0,0,0,15.8,31,129
14-03-2020,1,32.5,18.2,25.3,21.3,33.2,26.5,0,0,0,15.1,27,117
15-03-2020,2,32.9,19,25.4,21.6,33.6,26.9,0,0,0,16,30.2,107
16-03-2020,2,32.4,19.4,25.4,21.7,34.2,27.1,0,0,0,15.8,29.9,121
17-03-2020,1,32.2,18.8,25.3,22.1,31.9,26.3,0,0,0,17.3,40.7,124
18-03-2020,1,33.1,17.9,25.7,20.1,33.3,26.2,0,0,0,14.8,34.6,126
19-03-2020,1,33,19.2,26.3,21.8,35.1,27.6,0,0,0,13.4,23.8,156
20-03-2020,55,32,21.4,25.1,23.2,34.7,27.4,1.9,1.9,5,10.7,28.8,190
21-03-2020,1,32.7,20.2,26.4,23.4,35.3,28.3,0,0,0,12.8,25.2,245
22-03-2020,51,30.1,20.7,25.5,23.3,32.5,28,0.2,0.2,2,10.9,26.6,164
23-03-2020,63,30.7,21.2,24.6,24,33.9,27.7,5.9,5.9,5,11.6,26.3,145
24-03-2020,1,32.2,19.4,25.9,23.2,35.1,28.2,0,0,0,15.8,27,115
25-03-2020,1,31.6,19,25.4,22.2,33.3,27,0,0,0,14.2,27.7,124
26-03-2020,1,32.6,18.6,25.4,21.6,33.5,27,0,0,0,15.3,32,106
27-03-2020,1,32.2,18,25.1,21.1,33.2,26.2,0,0,0,14.2,28.1,112
28-03-2020,0,32.9,17.4,25.2,20.1,32.9,25.5,0,0,0,13.4,32.4,102
29-03-2020,0,33.4,17.4,25.7,19.2,33.8,26.1,0,0,0,13.7,31.3,108
30-03-2020,1,33.9,18.1,26,20.8,34,26.9,0,0,0,15.5,35.3,107
31-03-2020,1,33.6,18.1,26.1,20.7,33.1,26.5,0,0,0,15.3,34.6,108
01-04-2020,0,34.2,19,26.9,21.3,34.5,27.4,0,0,0,14.7,35.6,108
02-04-2020,1,34.5,19,27.2,22.5,36.1,28.5,0,0,0,15.3,31.3,129
03-04-2020,1,34.1,20,27.1,23.6,35.2,28.7,0,0,0,15,28.8,132
04-04-2020,0,34.1,19.2,26.8,23.6,36,28.5,0,0,0,16.1,28.1,137
05-04-2020,2,33.7,20,27.1,23.6,35.9,29.6,0,0,0,15.3,29.5,144
06-04-2020,55,32.6,22.4,26.7,25.1,37.5,29.6,3.1,3.1,5,12.6,28.8,210
07-04-2020,63,31.7,21.5,25.1,25.3,35.1,28.1,11.5,11.5,6,7.9,25.2,248
08-04-2020,61,30.8,20.9,24.4,23.9,35.6,28.4,10.9,10.9,8,11.2,25.2,329
09-04-2020,61,30.7,20.7,24.9,21.3,36.3,27.6,1.6,1.6,2,11.2,25.9,113
10-04-2020,51,30.8,20.6,25.4,21.2,33.9,27,0.3,0.3,1,10.6,27.4,136
11-04-2020,0,31.9,19.7,25.6,22.4,33.9,27.6,0,0,0,10.5,27,120
12-04-2020,1,32.5,19.1,25.8,22.9,33.3,27.7,0,0,0,12.6,28.4,105
13-04-2020,0,33.8,19,26.3,20.4,34.1,27.2,0,0,0,12.6,29.2,92
14-04-2020,0,34.1,17.1,26,19.6,33.1,26.1,0,0,0,17,37.8,96
15-04-2020,0,33.7,17.4,26,20.6,34.9,27.1,0,0,0,12.9,22.7,115
16-04-2020,1,34,20,26.9,22.5,35.8,28.6,0,0,0,12.2,24.8,131
17-04-2020,0,34.4,21,27.5,23.3,35.8,29.1,0,0,0,11.3,29.2,127
18-04-2020,1,33.8,21.2,27.4,24.7,34.8,29.4,0,0,0,11.9,31.3,126
19-04-2020,0,33.9,20.7,27.2,24.4,34.7,29,0,0,0,13.7,28.4,118
20-04-2020,1,33.8,20.8,27,25.1,35.2,29.1,0,0,0,13.6,31.7,119
21-04-2020,0,33.7,19.5,27,23.1,36.5,29,0,0,0,13.4,24.5,134
22-04-2020,2,33.9,21.5,27.9,23.6,37.4,30,0,0,0,10.5,24.1,153
23-04-2020,2,34.6,22.2,28.8,24.8,37.8,31.1,0,0,0,8.7,22.3,120
24-04-2020,63,32.3,22.9,26.6,26.7,36.6,29.9,8.6,8.6,6,11.6,29.9,188
25-04-2020,63,31.8,22.5,25.6,26.1,35.2,29.5,8.1,8.1,3,12.8,24.8,268
26-04-2020,53,30.9,21.6,26,26,33.6,29.3,1.7,1.7,3,9.3,22.3,182
27-04-2020,2,31.4,21.9,26.5,24.7,34.8,29.5,0,0,0,10.2,25.9,257
28-04-2020,1,31.4,20.9,26.3,25.4,35.5,29.5,0,0,0,14.7,21.6,157
29-04-2020,53,29.1,21.1,24.6,23.1,31,27,1.6,1.6,4,9.4,25.9,208
30-04-2020,2,30.9,20.7,26,23.9,33.8,28.9,0,0,0,9.4,28.1,110
01-05-2020,2,32.3,20.5,26.9,23.4,35.3,29.5,0,0,0,9.6,28.1,335
02-05-2020,1,32.6,21.4,27.4,25.2,35.8,30.1,0,0,0,7.6,24.5,17
03-05-2020,1,33.4,21.7,27.7,25.9,35.8,30,0,0,0,10,24.5,83
04-05-2020,1,33,22,27.8,25.7,36.1,30.5,0,0,0,7.7,26.6,131
05-05-2020,1,33.3,21.5,27.7,24.7,36.8,30.6,0,0,0,7.6,22.7,120
06-05-2020,1,33.2,23,28,24.9,36.3,29.9,0,0,0,7.7,21.6,142
07-05-2020,51,32.4,22.4,27.4,25.3,35.5,29.8,0.2,0.2,1,10.2,23,71
08-05-2020,1,32.6,22.3,27.5,25.7,36.2,30.7,0,0,0,8.7,26.6,122
09-05-2020,1,33.9,22.5,28.1,26.6,36.1,31,0,0,0,12.8,30.2,112
10-05-2020,1,34.1,22.4,27.9,26.5,36.1,30.4,0,0,0,11.8,24.8,125
11-05-2020,1,33.1,21.8,27.2,25.2,34.7,29.5,0,0,0,12.1,29.2,102
12-05-2020,1,33.4,21.4,26.9,24.6,34.3,29.3,0,0,0,16.1,31,100
13-05-2020,1,32.4,21.3,26.9,25.3,35.6,30,0,0,0,12.2,22.7,141
14-05-2020,1,33.8,22.1,28,25.3,36.3,30.6,0,0,0,13.4,28.1,111
15-05-2020,1,34.3,21.9,28,26.3,36.4,30.8,0,0,0,12.1,24.8,78
16-05-2020,51,32.7,22.4,27.6,26.9,34.3,30.3,0.2,0.2,1,10.7,25.6,344
17-05-2020,61,33.1,22.8,26.7,25.2,35.9,30,6,6,6,14.4,32.8,330
18-05-2020,61,31.2,21,25.7,22.9,32.1,27.2,5.9,5.9,13,20.9,44.3,295
19-05-2020,53,31.9,22.2,25.9,23.9,32.5,27.7,0.7,0.7,2,23.2,57.2,283
20-05-2020,51,32.4,21.3,26.2,24,34.6,28.9,0.2,0.2,1,18.3,43.9,277
21-05-2020,51,32.1,20.5,26.4,24.9,35.4,30,0.1,0.1,1,14.5,31.7,267
22-05-2020,3,32.4,21.5,27,25.7,37.2,30.2,0,0,0,17.2,35.6,277
23-05-2020,2,34,22.9,28.1,26.5,36.7,31.2,0,0,0,14,31.7,282
24-05-2020,51,33,22.3,27.6,26.4,37.3,30.8,0.1,0.1,1,13.9,29.9,285
25-05-2020,2,32.8,22.4,27.7,26.4,38,30.8,0,0,0,13.4,29.5,274
26-05-2020,53,32.4,22.7,27.2,25.9,37.9,30.8,0.9,0.9,2,15.3,28.8,278
27-05-2020,51,32.3,21.9,26.8,26.2,38.2,30.3,0.7,0.7,4,11.4,27.7,280
28-05-2020,51,32.8,22.2,27.1,23.9,36.4,29.6,0.1,0.1,1,18.4,38.9,274
29-05-2020,55,32.6,22.4,26.3,23.1,36.8,28.9,2.9,2.9,8,14,31.7,268
30-05-2020,63,31.2,22.4,25.2,24.7,35,28.9,18.1,18.1,8,10.4,26.6,327
31-05-2020,55,30.4,21.6,25.2,25.7,36.1,29.8,1.6,1.6,3,10.8,30.6,198
01-06-2020,63,29.1,21.3,24,25.2,34.6,28.3,11,11,8,12,29.9,230
02-06-2020,51,27.4,20.5,23.1,23.8,30.1,26.5,0.4,0.4,2,20.6,43.2,228
03-06-2020,51,28.4,20.9,24.2,23.5,30.7,26.6,0.7,0.7,3,22.5,47.2,230
04-06-2020,55,28.6,21,24,23.7,32.2,27.5,2.5,2.5,5,22.5,46.4,241
05-06-2020,63,28.6,20.8,24,24.1,33.1,27.9,3.4,3.4,4,17.6,40,254
06-06-2020,61,29.1,21,23.7,24.3,34.1,27.8,10.2,10.2,10,15.8,36.4,266
07-06-2020,55,28.5,20.8,23.4,23.3,32.8,26.9,2.8,2.8,5,18.7,42.1,261
08-06-2020,51,29.4,21,24.7,23.3,32.2,27.6,0.2,0.2,1,16.5,40.7,278
09-06-2020,53,27.7,20.3,23.7,23.8,31.7,27.5,1.3,1.3,4,17.6,38.5,282
10-06-2020,53,27.7,21.5,23.6,23.4,31,26.5,2.5,2.5,7,20.8,40.7,278
11-06-2020,61,26,20.5,22.7,21.5,28.5,24.4,3,3,5,20.2,54.7,276
12-06-2020,51,27,20.1,23,21.1,27.1,23.7,0.9,0.9,6,28.3,62.3,257
13-06-2020,61,27.3,20.3,23,21.9,28.2,24.6,2.3,2.3,4,24.7,48.2,246
14-06-2020,53,27.8,21.2,23.9,22.5,29.9,25.6,1.3,1.3,7,26.8,57.6,253
15-06-2020,3,28.4,21.5,24.5,23.5,29.5,26.1,0,0,0,27.9,54,256
16-06-2020,51,27.6,21.3,23.9,23.8,29.8,26.2,0.1,0.1,1,25.1,56.2,245
17-06-2020,3,27,21.2,23.4,23,27.4,24.9,0,0,0,27.3,54,248
18-06-2020,53,27.4,21.2,23.6,23.1,28.6,25.3,0.8,0.8,2,25.5,52.6,256
19-06-2020,53,28.6,21.3,24,23.3,31,26.5,2,2,5,19.9,44.6,272
20-06-2020,3,29.2,20.9,24.7,22.7,30.8,26.3,0,0,0,21,41.8,273
21-06-2020,61,28.6,20.1,23.4,22.3,30.4,25.3,3.4,3.4,8,19.1,43.6,269
22-06-2020,61,27.6,20.6,22.7,22.5,30.2,24.9,4.3,4.3,7,21.6,43.9,268
23-06-2020,55,29.2,20.1,23.7,22.6,32.8,27,1.5,1.5,4,18.6,46.8,266
24-06-2020,55,28.9,20.7,24,24.2,34.3,27.5,5.7,5.7,7,13,30.6,255
25-06-2020,63,28.8,20.2,23.4,23.9,34.7,27.6,22.9,22.9,20,9.3,19.4,255
26-06-2020,61,27.7,20.3,23,24.4,32.4,27.9,14.4,14.4,16,9.2,24.1,235
27-06-2020,51,27.9,20.1,23.8,24.3,32.7,27.4,0.2,0.2,1,16.3,33.8,246
28-06-2020,61,27.4,20.8,23.3,24.7,33.1,27.3,5.3,5.3,4,13.3,26.6,260
29-06-2020,53,27.4,20.5,23.2,24.1,32.1,27.4,2.8,2.8,8,12.6,27,264
30-06-2020,53,26.9,20.5,23.3,23.6,31.4,26.6,1.4,1.4,6,18,38.5,258
01-07-2020,63,26.7,20,22.8,22.8,31.2,26.6,6.6,6.6,6,16.4,36.7,257
02-07-2020,63,24.8,20,21.6,23,29.2,24.9,10.8,10.8,16,17.1,45.7,259
03-07-2020,63,26.6,20.1,21.7,21.9,28.1,24.2,18.5,18.5,19,23.9,55.8,264
04-07-2020,53,23.1,19.8,21.2,21.9,28,24.6,6.3,6.3,15,22.6,47.2,251
05-07-2020,51,26,20.5,22.7,22.7,28.3,25.1,0.9,0.9,5,23.6,47.5,250
06-07-2020,53,26.2,20.7,22.9,23.2,28.4,25.3,1,1,5,22.2,46.4,256
07-07-2020,53,26.3,20.7,23,23,30.3,25.6,1.8,1.8,8,20.8,46.4,247
08-07-2020,63,26.5,19.9,22.3,22.4,29.7,25.6,12.5,12.5,11,16.2,38.5,256
09-07-2020,61,25.8,19.6,21.8,22.6,30.1,25.5,12,12,16,13,35.3,267
10-07-2020,61,26.1,19.5,22.1,21.7,30.1,25.2,6.9,6.9,12,15.9,34.9,251
11-07-2020,63,26.9,20.1,22.7,22.4,32.3,26.4,9.7,9.7,6,16.3,36.7,255
12-07-2020,61,27.3,19.7,22.9,23.6,31.6,26.7,3.5,3.5,9,15.9,33.5,259
13-07-2020,61,25.6,19.4,22.1,22.6,30.4,26,3.9,3.9,9,14.5,34.2,269
14-07-2020,61,25.3,20.3,22.1,23.5,29.1,25.8,5.9,5.9,14,18.7,45,270
15-07-2020,63,25.6,20.2,21.7,21.7,28.5,24.5,19.3,19.3,21,19,46.8,251
16-07-2020,61,24.8,20.2,21.7,21.1,27,23.9,10.5,10.5,20,19.7,50,244
17-07-2020,53,23.9,20,21.3,22,29.8,24.3,8.7,8.7,20,25.1,50.8,248
18-07-2020,61,26,20,22,22,29.6,25.5,11.1,11.1,11,16.2,34.6,252
19-07-2020,61,26.6,20.1,22.8,23.7,32.4,27.6,5.5,5.5,9,11.8,28.1,264
20-07-2020,53,27.8,20.6,23.2,24.5,32.5,27.2,4.6,4.6,12,11.5,28.8,191
21-07-2020,3,27.7,19.4,23.4,22.8,33,27.6,0,0,0,14.3,34.2,225
22-07-2020,51,29,19.6,24.2,24.6,34.2,29.1,0.3,0.3,2,10.8,25.9,166
23-07-2020,55,27.6,20.5,23.5,25.2,34.4,28.7,6.2,6.2,9,7.6,19.1,256
24-07-2020,65,24.6,20.6,22.2,24,28.6,26,56.8,56.8,12,16.2,33.8,233
25-07-2020,61,26.6,19.5,22.7,22.6,31.5,25.7,2.6,2.6,3,17.7,41.8,250
26-07-2020,53,26.6,19.6,22.4,22.2,29.7,25.6,5.2,5.2,9,17.5,36.4,256
27-07-2020,55,26.3,19.1,22.3,22.3,31.4,25.8,2.1,2.1,4,17.1,37.8,283
28-07-2020,61,26.6,19.8,22.6,22.2,31,26.4,6.7,6.7,7,17.5,36.7,293
29-07-2020,61,23.6,19.7,21.2,23.7,28.8,25.6,7.7,7.7,11,10.4,26.3,259
30-07-2020,61,25.9,19.7,22.2,22.2,29.8,25.6,6.5,6.5,15,19.1,39.6,260
31-07-2020,61,26.8,19.9,22.5,24,32,26.5,3.7,3.7,6,15.1,33.1,249
01-08-2020,3,26.2,19.9,22.6,22.2,29.5,25,0,0,0,20,41.8,252
02-08-2020,63,25.4,20.1,21.8,21.4,27.5,23.9,10.4,10.4,15,25.7,52.9,248
03-08-2020,53,24.5,20.1,21.6,21.6,26.8,23.8,6.1,6.1,18,29.1,54.7,255
04-08-2020,55,23.6,19.8,20.9,21.2,25.4,22.8,10.5,10.5,24,32,78.1,256
05-08-2020,61,25.2,19.8,21.3,20.4,24.7,22.4,13.2,13.2,19,36.9,73.1,252
06-08-2020,61,25.9,21,22.5,21.6,27.8,24.6,6.1,6.1,14,31.1,69.8,255
07-08-2020,51,24.5,21.2,22.6,22.3,27.7,25.2,0.2,0.2,2,25.2,49.7,259
08-08-2020,63,24.2,20.2,21.8,23.1,29.5,25.4,30.5,30.5,14,21,50.8,270
09-08-2020,63,23.4,19.8,21,22.1,28.2,24.2,28.5,28.5,17,16,41,264
10-08-2020,61,24.6,19.7,21.4,22,27.1,24.3,10.3,10.3,15,20.3,48.2,258
11-08-2020,51,26.1,20,22.1,22.5,29,25,3.2,3.2,15,21.3,46.8,265
12-08-2020,53,25.4,19.8,22.2,22.5,27.6,24.8,1.3,1.3,6,24.2,50,263
13-08-2020,3,26,20.1,22.5,22.7,28.2,25,0,0,0,22.8,45,271
14-08-2020,3,25.2,20,22.4,22,26.9,24.2,0,0,0,22.9,46.4,259
15-08-2020,3,24.7,19.7,21.9,21.8,25.8,23.5,0,0,0,26.7,50.8,254
16-08-2020,51,24.6,20,21.9,22.1,25.1,23.3,0.9,0.9,6,24.3,49,259
17-08-2020,61,26.2,20.1,22,21.6,28.3,24,4.5,4.5,7,24.1,52.2,258
18-08-2020,53,25.6,19.9,22.1,22.2,27.9,24.8,1.2,1.2,4,22,43.9,266
19-08-2020,3,25.6,19.7,22.4,21.8,28.9,24.9,0,0,0,20.5,40.7,274
20-08-2020,51,25.5,19.3,22.1,22.4,27.9,24.9,1,1,5,18.4,41,265
21-08-2020,51,26.2,19.8,22.7,22.3,29.5,25.9,0.3,0.3,2,18.9,38.5,251
22-08-2020,53,27.2,19.2,22.6,22.7,31.7,26.7,1.1,1.1,5,15.8,33.1,263
23-08-2020,53,26.4,19.9,22.8,23.6,30.4,26.6,0.6,0.6,2,14.8,34.6,262
24-08-2020,3,26.3,19.6,22.9,23,30.4,26.4,0,0,0,11.9,29.5,257
25-08-2020,2,28.2,19.2,23.6,23.1,32.4,27.4,0,0,0,11.5,27,286
26-08-2020,2,27.7,20,23.6,24.1,32.4,27.5,0,0,0,11.5,26.3,309
27-08-2020,3,26.8,19.9,22.8,22.9,30.2,25.9,0,0,0,12.8,28.8,285
28-08-2020,3,27.6,19,22.9,21.9,30.9,26.5,0,0,0,13.1,30.2,274
29-08-2020,3,27.5,18.5,23,22.3,31,26.7,0,0,0,13.7,30.6,267
30-08-2020,53,27.7,19.7,23.3,22.8,32.6,27.6,1.4,1.4,4,14.8,32.4,276
31-08-2020,53,27.3,19.7,23.2,22.5,31.1,26.9,0.9,0.9,2,11.2,24.1,308
01-09-2020,63,26.8,20.1,22.9,23,30.2,26.1,11.3,11.3,11,14.5,34.6,327
02-09-2020,61,25.8,19.3,22.1,22.9,29.3,25.7,11.8,11.8,16,13.7,31.7,2
03-09-2020,63,27.1,19.7,22.2,23.1,33.7,27.1,8.4,8.4,14,7.9,24.8,131
04-09-2020,61,26.9,19.1,22.6,23.9,32.2,27.8,5.1,5.1,10,8.4,24.5,124
05-09-2020,61,27.1,20.1,22.9,25.1,32.9,28.4,4.3,4.3,6,8.1,22.7,125
06-09-2020,61,27.3,20.1,23,25.2,34.1,28.5,6.2,6.2,8,8.4,22,149
07-09-2020,3,26.9,20.4,23.2,23.8,29.3,26,0,0,0,21.6,41,238
08-09-2020,55,27.5,19.5,22.9,23.1,33.3,27.7,5.5,5.5,11,9.1,24.1,240
09-09-2020,55,26.6,19.6,22.5,22.7,32.9,26.8,4.3,4.3,7,12.1,24.1,241
10-09-2020,63,25.6,19.6,21.4,21.8,28.7,24.3,12.5,12.5,17,20.2,41.8,241
11-09-2020,61,24.9,19.4,21.3,21.5,27,23.6,8.2,8.2,14,23.8,47.2,240
12-09-2020,61,24.2,19.7,21,21.6,26.7,23.6,9.3,9.3,17,21.9,43.9,248
13-09-2020,63,23.7,19.4,20.6,21.2,27.2,23,17.4,17.4,20,17.3,41,265
14-09-2020,51,24.4,19.6,21.4,20.9,26.6,23.6,1.1,1.1,7,20,48.2,273
15-09-2020,63,25.5,19.5,21.6,21.2,29.5,24.8,12.6,12.6,15,22.1,45.4,263
16-09-2020,53,25.7,19.6,22.1,21.7,28.9,25,1,1,4,20.9,44.3,263
17-09-2020,53,26.6,19.7,22.3,22.2,29.7,25.3,1.5,1.5,3,19.2,37.4,264
18-09-2020,61,26,20.2,22.1,22.3,28.8,25.1,4.2,4.2,9,24.8,49,271
19-09-2020,61,24.2,19.8,21.3,21.1,26.8,23.5,9.9,9.9,15,20.1,50.4,259
20-09-2020,61,23.3,19.9,20.5,20.2,25.3,22.2,12.7,12.7,20,24.2,55.8,252
21-09-2020,61,24.3,19.9,21,20,26.6,22.6,13.2,13.2,23,30.6,59,250
22-09-2020,51,26.4,19.2,22.3,20.4,27,23.1,0.6,0.6,3,30.8,59.8,251
23-09-2020,3,26.3,18.4,22.2,20.1,28.5,24.1,0,0,0,22.3,49,251
24-09-2020,61,26.3,18.5,22,21.2,30.5,25.7,3.2,3.2,9,16,33.1,249
25-09-2020,61,26.8,19.6,22.5,23.3,30.8,26.5,6.6,6.6,10,14.7,28.4,251
26-09-2020,51,24.1,19.4,21.5,22.7,26.7,24.6,0.3,0.3,3,15.5,34.6,262
27-09-2020,3,25.3,19.6,22.1,23.3,28.7,25.7,0,0,0,16.4,37.8,288
28-09-2020,51,26.5,18.9,22.3,22.3,30.7,26.4,0.1,0.1,1,13.9,30.6,305
29-09-2020,63,26.1,19.3,21.5,21.9,29.4,25,14.8,14.8,12,14.7,29.5,299
30-09-2020,61,24.5,19.4,21,21.7,28.3,24.3,7.8,7.8,14,14.4,31.3,275
01-10-2020,51,26.3,19.1,22,21,28.9,25.1,0.6,0.6,4,17.6,37.1,298
02-10-2020,51,26.5,18.3,22.3,22.2,31.5,26.4,0.7,0.7,5,13.2,31,290
03-10-2020,51,26.8,19.2,22.7,23.3,30.2,26,0.4,0.4,2,16.9,35.3,279
04-10-2020,51,25.7,18.7,22.1,21.6,27.1,24.3,0.3,0.3,1,16.7,37.8,280
05-10-2020,51,26.3,18.3,22.2,20.7,29.9,25.4,0.5,0.5,3,15.8,37.1,299
06-10-2020,1,27.4,18.7,23.1,22.7,32.1,27.3,0,0,0,11.2,27.4,309
07-10-2020,51,27.5,19.8,23.2,23.6,31.8,27.3,0.1,0.1,1,13.2,29.5,298
08-10-2020,3,28,18.7,23.3,23.7,32.5,27.9,0,0,0,9.4,23,300
09-10-2020,51,27.4,20.1,23.3,25,32.9,27.5,0.1,0.1,1,6.9,18.7,262
10-10-2020,55,26.4,19.8,22.2,22.7,31.2,25.7,9,9,14,15,28.1,284
11-10-2020,61,23.5,19.4,20.8,22.4,27.2,24.5,17,17,22,17.8,37.1,268
12-10-2020,61,25.5,18.8,20.9,21.3,27.7,24.1,10.6,10.6,17,16.6,42.1,251
13-10-2020,53,23.7,19.3,21.3,20.6,25.9,23.1,3.8,3.8,14,22.3,47.5,262
14-10-2020,51,24.7,19.1,21.3,20.2,25.8,22.3,0.2,0.2,2,28.8,56.5,247
15-10-2020,3,25.6,18.5,21.8,20.7,27.4,23.7,0,0,0,24,47.5,240
16-10-2020,51,25.9,18.7,21.9,21.1,29.8,25.1,0.5,0.5,5,15.1,31.3,245
17-10-2020,2,26.5,17,22.1,21.2,30.8,25.7,0,0,0,8.7,20.5,283
18-10-2020,53,26,19.2,22.5,22.6,29.5,26.2,0.9,0.9,2,9.4,22.7,304
19-10-2020,61,26,19.7,22.2,24,30.1,26.5,8.3,8.3,19,10.5,29.9,301
20-10-2020,61,24.6,19.9,21.6,23.4,28.3,25.4,4,4,10,12.2,30.2,299
21-10-2020,63,23.5,19.3,20.7,22.7,27.8,24.9,16.1,16.1,21,14.6,33.5,299
22-10-2020,53,23.7,19.6,21,22.9,27.6,24.6,3.5,3.5,9,16.2,31.3,257
23-10-2020,53,23.7,19.2,21.1,21.4,25.9,24,2.9,2.9,7,13.3,27.4,252
24-10-2020,63,22.6,17.7,19.8,19.2,27.4,22.9,28,28,15,11.6,20.9,242
25-10-2020,51,26.3,17.8,22,22.3,31.8,26.7,0.3,0.3,3,6.3,16.6,238
26-10-2020,51,26.4,18.4,22.4,22,31,26.5,0.1,0.1,1,7.9,21.6,26
27-10-2020,0,27.1,16.6,21.8,20.6,30.9,25.3,0,0,0,10.5,25.2,45
28-10-2020,1,26.4,16,21.2,19.4,28.8,24.1,0,0,0,13.3,29.5,34
29-10-2020,3,26.1,16.1,20.9,19.1,28,23,0,0,0,13.3,30.2,46
30-10-2020,2,26.3,17.8,21.2,19.2,28.5,23.2,0,0,0,11.3,26.6,56
31-10-2020,2,26.5,16.6,21.5,18.2,31.1,24.9,0,0,0,8.2,22,57
01-11-2020,2,26.5,17.6,22.4,20.7,30.9,26.1,0,0,0,6.6,16.2,64
02-11-2020,51,27.4,18.4,23,21.5,31.5,26.5,0.1,0.1,1,8,18,77
03-11-2020,2,27.3,18.4,22.9,21.9,30.5,26.4,0,0,0,12.1,28.8,72
04-11-2020,51,26.5,18.1,22.4,22.3,30.1,26.3,1.2,1.2,7,9.4,23.8,62
05-11-2020,61,27.3,19.5,22.3,23.4,30.9,26.1,5,5,6,12.9,31.7,72
06-11-2020,51,25.8,19.5,22.2,23.1,29.9,26,0.2,0.2,2,16.6,37.1,90
07-11-2020,61,25.8,19.6,21.8,23.4,29.9,25.8,2.7,2.7,7,13.7,31.7,71
08-11-2020,3,25.8,19.3,21.9,22.3,27.8,24.9,0,0,0,18.2,39.2,72
09-11-2020,3,26.2,17.3,21.3,19.6,29.1,24.3,0,0,0,14,31.3,35
10-11-2020,1,25.3,14.1,19.4,15.8,27,20.7,0,0,0,12.3,25.9,53
11-11-2020,1,26.7,13.5,20.2,14.9,28.4,21.9,0,0,0,13.8,30.6,55
12-11-2020,51,25.9,18.6,22,21.1,28.6,24.8,0.4,0.4,3,18.1,34.6,51
13-11-2020,61,25,19.5,21.7,22.7,28.2,24.8,4,4,5,15.5,33.1,78
14-11-2020,51,26,19,22,21.9,28.1,24.5,0.6,0.6,2,18.5,39.6,73
